Reference,London Borough Name,Attendant Location,Severity,Number Of Casualties,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Socrata ID,Last Uploaded,Organisation URI
0111CW10300,CAMDEN,TOTTENHAM COURT ROAD J/W EUSTON ROAD.,3 Slight,1,2,18/01/2011 06:00:00 PM,Tuesday  ,18.00,1 TLRN,A,400,6 Single Cwy,2 30 MPH,7 Multi Jun,2 Auto Sig,A,501,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529260,182290,-0.138182,51.524751,E05000129,Bloomsbury,Unknown,"(51.524751, -0.138182)",29646,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10303,CAMDEN,CAMDEN ROAD J/W ROYAL COLLEGE STREET.,3 Slight,1,1,28/01/2011 07:30:00 PM,Friday   ,19.30,1 TLRN,A,503,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,5202,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529200,184200,-0.138347,51.541929,E05000131,Cantelowes,Unknown,"(51.541929, -0.138347)",29645,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10304,CAMDEN,EVERSHOLT STREET J/W GRAFTON PLACE.,2 Serious,1,1,26/01/2011 05:45:00 PM,Wednesday,17.45,3 Bor,A,4200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,4200,5 Pedn Phase At Ats,2 Dark,1 Fine,2 Road-Wet,0 None,0 None,529710,182650,-0.131567,51.527883,E05000142,Regent's Park,Unknown,"(51.527883, -0.131567)",29644,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10305,CAMDEN,"NFL - POND STREET, 50 METRES WEST OF SOUTH END ROAD.",3 Slight,1,1,25/01/2011 01:25:00 PM,Tuesday  ,13.25,3 Bor,4 B,518,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,1 Zebra,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,527230,185480,-0.166276,51.553879,E05000135,Hampstead Town,Unknown,"(51.553879, -0.166276)",29643,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10306,CAMDEN,BLOOMSBURY STREET J/W GREAT RUSSELL STREET.,3 Slight,1,1,21/01/2011 04:00:00 PM,Friday   ,16.00,3 Bor,A,400,2 One-Way St,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530010,181540,-0.127654,51.517839,E05000129,Bloomsbury,Unknown,"(51.517839, -0.127654)",29642,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10308,CAMDEN,EUSTON ROAD J/W EVERSHOLT STREET.,3 Slight,1,2,13/01/2011 04:10:00 PM,Thursday ,16.10,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,4200,5 Pedn Phase At Ats,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,529750,182590,-0.131013,51.527334,E05000142,Regent's Park,Unknown,"(51.527334, -0.131013)",29641,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10310,CAMDEN,THEOBALD'S ROAD J/W HARPUR STREET.,3 Slight,2,2,21/01/2011 11:35:00 AM,Friday   ,11.35,3 Bor,A,401,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530620,181810,-0.118768,51.520124,E05000138,Holborn and Covent Garden,Unknown,"(51.520124, -0.118768)",29640,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10318,CAMDEN,UPPER WOBURN PLACE J/W TAVISTOCK SQUARE.,3 Slight,2,1,19/01/2011 07:00:00 AM,Wednesday,7.00,3 Bor,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529870,182430,-0.129343,51.525869,E05000129,Bloomsbury,Unknown,"(51.525869, -0.129343)",29639,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10323,CAMDEN,SHAFTESBURY AVENUE J/W WEST STREET.,3 Slight,1,1,14/01/2011 08:40:00 PM,Friday   ,20.40,3 Bor,A,401,6 Single Cwy,2 30 MPH,7 Multi Jun,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529930,181040,-0.128991,51.513364,,,Unknown,"(51.513364, -0.128991)",29638,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10330,CAMDEN,YORK WAY J/W PENTONVILLE ROAD,3 Slight,1,1,10/01/2011 07:46:00 AM,Monday   ,7.46,1 TLRN,A,5200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,501,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530320,182990,-0.122653,51.530798,E05000143,St Pancras and Somers Town,Unknown,"(51.530798, -0.122653)",29637,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10331,CAMDEN,BLOOMSBURY WAY J/W BARTER STREET,3 Slight,1,2,06/01/2011 10:40:00 AM,Thursday ,10.40,3 Bor,A,40,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,530310,181570,-0.123322,51.518039,E05000138,Holborn and Covent Garden,Unknown,"(51.518039, -0.123322)",29636,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10338,CAMDEN,KENTISH TOWN ROAD J/W ISLIP STREET,3 Slight,1,2,15/01/2011 05:15:00 PM,Saturday ,17.15,3 Bor,A,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529000,185060,-0.140914,51.549703,E05000139,Kentish Town,Unknown,"(51.549703, -0.140914)",29635,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10343,CAMDEN,EVERSHOLT STREET J/W EUSTON ROAD,3 Slight,1,1,10/01/2011 07:46:00 AM,Monday   ,7.46,1 TLRN,A,4200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,501,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529750,182600,-0.131009,51.527424,E05000142,Regent's Park,Unknown,"(51.527424, -0.131009)",29634,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10344,CAMDEN,KINGSWAY J/W PARKER STREET,3 Slight,2,2,15/01/2011 11:30:00 PM,Saturday ,23.30,3 Bor,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530540,181410,-0.120068,51.516548,E05000138,Holborn and Covent Garden,Unknown,"(51.516548, -0.120068)",29633,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10345,CAMDEN,HAMPSTEAD ROAD J/W ROBERT STREET,3 Slight,1,1,13/01/2011 07:00:00 PM,Thursday ,19.00,1 TLRN,A,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529210,182720,-0.138745,51.528626,E05000142,Regent's Park,Unknown,"(51.528626, -0.138745)",29632,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10366,CAMDEN,THEOBALD'S ROAD J/W RED LION STREET,3 Slight,1,2,15/01/2011 02:52:00 AM,Saturday ,2.52,3 Bor,A,401,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530680,181840,-0.117892,51.52038,E05000138,Holborn and Covent Garden,Unknown,"(51.52038, -0.117892)",29630,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10371,CAMDEN,UPPER WOBURN PLACE J/W ENDSLEIGH GARDENS,2 Serious,1,1,15/01/2011 01:00:00 PM,Saturday ,13.00,3 Bor,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,4 Fine/High Winds,1 Road-Dry,0 None,0 None,529800,182530,-0.130315,51.526784,E05000129,Bloomsbury,Unknown,"(51.526784, -0.130315)",29629,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10373,CAMDEN,CAMDEN ROAD J/W LYME STREET,3 Slight,1,2,11/01/2011 10:00:00 PM,Tuesday  ,22.00,1 TLRN,A,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,400,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529120,184060,-0.139551,51.540689,E05000130,Camden Town with Primrose Hill,Unknown,"(51.540689, -0.139551)",29628,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10374,CAMDEN,EAST HEATH ROAD 76M N J/W KEATS GROVE.,3 Slight,1,1,04/01/2011 03:45:00 PM,Tuesday  ,15.45,3 Bor,C,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,527190,185780,-0.166744,51.556584,E05000135,Hampstead Town,Unknown,"(51.556584, -0.166744)",29627,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10375,CAMDEN,TAVISTOCK SQUARE J/W TAVISTOCK PLACE,3 Slight,1,2,11/01/2011 07:30:00 PM,Tuesday  ,19.30,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529960,182300,-0.128094,51.52468,E05000129,Bloomsbury,Unknown,"(51.52468, -0.128094)",29626,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10378,CAMDEN,WOBURN PLACE J/W CORAM STREET,3 Slight,1,2,12/01/2011 07:20:00 AM,Wednesday,7.20,3 Bor,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,530040,182200,-0.126979,51.523763,E05000129,Bloomsbury,Unknown,"(51.523763, -0.126979)",29625,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10380,CAMDEN,MALDEN ROAD J/W GRAFTON TERRACE,3 Slight,1,1,11/01/2011 06:00:00 PM,Tuesday  ,18.00,3 Bor,4 B,517,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528120,185060,-0.153599,51.549903,E05000136,Haverstock,Unknown,"(51.549903, -0.153599)",29624,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10381,CAMDEN,PROCTER STREET J/W FISHER STREET,3 Slight,1,2,06/01/2011 09:00:00 AM,Thursday ,9.00,3 Bor,A,40,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,530560,181650,-0.119691,51.5187,E05000138,Holborn and Covent Garden,Unknown,"(51.5187, -0.119691)",29623,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10387,CAMDEN,"NFL - KENTISH TOWN ROAD, 30 METRES SOUTH OF BUCK STREET.",3 Slight,2,2,06/01/2011 08:20:00 PM,Thursday ,20.20,3 Bor,A,400,2 One-Way St,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,2 Road-Wet,0 None,0 None,528930,183980,-0.142318,51.540013,E05000130,Camden Town with Primrose Hill,Unknown,"(51.540013, -0.142318)",29622,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10388,CAMDEN,REGENT'S PARK ROAD J/W CHAMBERLAIN STREET.,3 Slight,1,1,06/01/2011 06:25:00 PM,Thursday ,18.25,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,527870,184050,-0.157569,51.540883,E05000130,Camden Town with Primrose Hill,Unknown,"(51.540883, -0.157569)",29621,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10391,CAMDEN,WEST END LANE J/W WOODCHURCH ROAD.,3 Slight,1,2,07/01/2011 03:00:00 PM,Friday   ,15.00,3 Bor,4 B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,525410,184230,-0.192958,51.543052,E05000144,Swiss Cottage,Unknown,"(51.543052, -0.192958)",29620,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10396,CAMDEN,YORK WAY J/W PENTONVILLE ROAD.,3 Slight,1,1,08/01/2011 05:15:00 AM,Saturday ,5.15,1 TLRN,A,5200,2 One-Way St,2 30 MPH,7 Multi Jun,2 Auto Sig,A,501,5 Pedn Phase At Ats,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,530330,182990,-0.122509,51.530795,,,Unknown,"(51.530795, -0.122509)",29619,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10410,CAMDEN,KENTISH TOWN ROAD J/W ISLIP STREET,3 Slight,1,2,07/03/2011 07:45:00 PM,Monday   ,19.45,3 Bor,A,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529000,185050,-0.140918,51.549613,E05000139,Kentish Town,Unknown,"(51.549613, -0.140918)",29618,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10413,CAMDEN,GREAT RUSSELL STREET J/W MONTAGUE STREET,3 Slight,1,2,10/03/2011 05:50:00 PM,Thursday ,17.50,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530220,181670,-0.124581,51.518959,E05000129,Bloomsbury,Unknown,"(51.518959, -0.124581)",29617,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10416,CAMDEN,EUSTON ROAD J/W HAMPSTEAD ROAD.,3 Slight,1,1,18/03/2011 03:15:00 PM,Friday   ,15.15,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,7 Multi Jun,2 Auto Sig,A,400,5 Pedn Phase At Ats,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,529230,182330,-0.1386,51.525117,E05000142,Regent's Park,Unknown,"(51.525117, -0.1386)",29616,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10430,CAMDEN,ROBERT STREET J/W ALBANY STREET,3 Slight,1,2,18/03/2011 09:10:00 AM,Friday   ,9.10,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,4201,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528830,182690,-0.144231,51.528443,E05000142,Regent's Park,Unknown,"(51.528443, -0.144231)",29615,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10432,CAMDEN,FINCHLEY ROAD J/W BLACKBURN ROAD,2 Serious,1,3,20/03/2011 05:05:00 PM,Sunday   ,17.05,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526200,184880,-0.181339,51.548718,E05000145,West Hampstead,Unknown,"(51.548718, -0.181339)",29614,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10434,CAMDEN,"BLOOMSBURY STREET, 51 METRES NORTH OF GREAT RUSSELL STREET.",3 Slight,1,2,23/03/2011 03:12:00 PM,Wednesday,15.12,3 Bor,A,400,2 One-Way St,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529980,181570,-0.128075,51.518115,E05000129,Bloomsbury,Unknown,"(51.518115, -0.128075)",29613,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10436,CAMDEN,VERNON PLACE J/W SOUTHAMPTON ROW,3 Slight,1,1,13/03/2011 07:03:00 PM,Sunday   ,19.03,3 Bor,A,401,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,4200,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530440,181660,-0.121416,51.518818,E05000138,Holborn and Covent Garden,Unknown,"(51.518818, -0.121416)",29612,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10438,CAMDEN,"NFL - ENDELL STREET, 30M SOUTH OF HIGH HOLBORN.",3 Slight,1,1,19/03/2011 04:30:00 PM,Saturday ,16.30,3 Bor,4 B,401,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530120,181290,-0.126162,51.515567,E05000138,Holborn and Covent Garden,Unknown,"(51.515567, -0.126162)",29611,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10439,CAMDEN,GUILDFORD STREET 79M SW J/W GREVILLE STREET,3 Slight,1,2,22/03/2011 02:25:00 PM,Tuesday  ,14.25,3 Bor,4 B,502,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530320,182090,-0.122986,51.52271,E05000138,Holborn and Covent Garden,Unknown,"(51.52271, -0.122986)",29610,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10440,CAMDEN,GORDON HOUSE ROAD J/W OAK VILLAGE,3 Slight,1,2,19/03/2011 03:07:00 PM,Saturday ,15.07,3 Bor,4 B,518,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528270,185630,-0.151229,51.554992,E05000134,Gospel Oak,Unknown,"(51.554992, -0.151229)",29609,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10441,CAMDEN,TAVISTOCK SQUARE J/W TAVISTOCK PLACE,3 Slight,1,2,21/03/2011 12:30:00 PM,Monday   ,12.30,3 Bor,A,4200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529960,182290,-0.128098,51.52459,E05000129,Bloomsbury,Unknown,"(51.52459, -0.128098)",29608,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10442,CAMDEN,EVERSHOLT STREET J/W OAKLEY SQUARE,3 Slight,1,2,10/03/2011 06:36:00 PM,Thursday ,18.36,1 TLRN,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,400,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529300,183220,-0.137265,51.533099,E05000142,Regent's Park,Unknown,"(51.533099, -0.137265)",29607,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10446,CAMDEN,HIGHGATE ROAD J/W WOODSOME ROAD.,2 Serious,1,2,24/03/2011 04:24:00 PM,Thursday ,16.24,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528430,186050,-0.148769,51.55873,E05000137,Highgate,Unknown,"(51.55873, -0.148769)",29606,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10455,CAMDEN,GRAY'S INN ROAD J/W NORTHINGTON STREET.,3 Slight,1,2,25/03/2011 09:56:00 PM,Friday   ,21.56,3 Bor,A,5200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530940,182070,-0.114062,51.522387,E05000138,Holborn and Covent Garden,Unknown,"(51.522387, -0.114062)",29605,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10456,CAMDEN,CHARTERHOUSE STREET J/W ELY PLACE.,3 Slight,1,2,25/03/2011 10:22:00 AM,Friday   ,10.22,3 Bor,4 B,500,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,531450,181600,-0.10689,51.518045,,,Unknown,"(51.518045, -0.10689)",29604,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10462,CAMDEN,CHALK FARM ROAD J/W BELMONT STREET.,3 Slight,1,2,21/03/2011 07:50:00 PM,Monday   ,19.50,3 Bor,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528280,184340,-0.151555,51.543397,E05000130,Camden Town with Primrose Hill,Unknown,"(51.543397, -0.151555)",29603,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10464,CAMDEN,YORK WAY J/W GOODS WAY.,2 Serious,1,2,24/03/2011 07:26:00 PM,Thursday ,19.26,3 Bor,A,5200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530320,183460,-0.122479,51.535021,E05000143,St Pancras and Somers Town,Unknown,"(51.535021, -0.122479)",29602,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10473,CAMDEN,KILBURN HIGH ROAD J/W KILBURN PRIORY,3 Slight,1,2,29/03/2011 10:20:00 PM,Tuesday  ,22.20,3 Bor,A,5,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,525640,183370,-0.18995,51.535273,,,Unknown,"(51.535273, -0.18995)",29601,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10476,CAMDEN,"NFL - EUSTON ROAD, 40 METRES EAST OF NORTH GOWER STREET.",3 Slight,1,2,20/03/2011 04:00:00 AM,Sunday   ,4.00,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529430,182400,-0.135693,51.5257,E05000129,Bloomsbury,Unknown,"(51.5257, -0.135693)",29600,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10485,CAMDEN,"CAMDEN ROAD, 70 METRES SOUTH WEST OF TORRIANO AVENUE.",3 Slight,1,2,23/03/2011 02:36:00 PM,Wednesday,14.36,1 TLRN,A,503,6 Single Cwy,2 30 MPH,8 Priv Drive,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529680,184820,-0.131201,51.54739,E05000131,Cantelowes,Unknown,"(51.54739, -0.131201)",29599,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10486,CAMDEN,EAST HEATH ROAD J/W HEATH STREET.,3 Slight,1,2,07/03/2011 05:00:00 PM,Monday   ,17.00,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,502,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526310,186240,-0.179266,51.560915,E05000135,Hampstead Town,Unknown,"(51.560915, -0.179266)",29598,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10490,CAMDEN,PARKWAY J/W PRINCE ALBERT ROAD.,2 Serious,1,2,24/03/2011 11:20:00 PM,Thursday ,23.20,3 Bor,A,4201,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,5205,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528620,183540,-0.146947,51.53613,E05000142,Regent's Park,Unknown,"(51.53613, -0.146947)",29597,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10494,CAMDEN,PARKWAY J/W ARLINGTON ROAD.,3 Slight,1,2,18/03/2011 05:55:00 PM,Friday   ,17.55,3 Bor,A,4201,2 One-Way St,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,528800,183800,-0.144258,51.538425,E05000130,Camden Town with Primrose Hill,Unknown,"(51.538425, -0.144258)",29596,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
0111CW10495,CAMDEN,"NFL - HAMPSTEAD HIGH STREET, 30 METRES NORTH WEST OF BIRD IN HAND",3 Slight,1,1,23/03/2011 04:46:00 PM,Wednesday,16.46,3 Bor,A,502,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526400,185730,-0.178151,51.556312,E05000135,Hampstead Town,Unknown,"(51.556312, -0.178151)",29595,04/11/2016 10:29:02 AM,http://opendatacommunities.org/id/london-borough-council/camden
